title,href,frequencies,email,categories
DJScouseTrap Xtra Radio,https://www.radio-uk.co.uk/mmradioxtra2,Huddersfield: Online,DJScouseTrap.Radio@outlook.com,"Dance, EDM - Electronic Dance Music, Top 40"
Tay Bridges Radio,https://www.radio-uk.co.uk/tay-bridges-radio,City of London: Online,,
Steady Eddie & The Duchess,https://www.radio-uk.co.uk/steady-eddie-the-duchess,Internet/Community,,"Jazz, Blues"
Dominion Radio London,https://www.radio-uk.co.uk/dominion-radio,London: Online,info@trastratford.org,"Christian Contemporary, Christian, Gospel"
Kearney FM,https://www.radio-uk.co.uk/kearney-fm,"Darlington: Online,Newcastle upon Tyne: Online,Stockton: Online",radio.station@kearneymail.net,"News, Dance, Top 40"
Spiral Wave Radio,https://www.radio-uk.co.uk/spiral-wave-radio,Brighton: Online,admin@spiralsussex.com,
Grime Clash Championship,https://www.radio-uk.co.uk/grime-clash-championship,Internet/Community,,"Hip Hop, Pop Music"
DAB1,https://www.radio-uk.co.uk/dab1,Southampton: Online,studio@dab1.uk,"Adult Contemporary, News, Easy Listening"
Breeze Radio Scotland,https://www.radio-uk.co.uk/breeze-radio-scotland,Internet/Community,admin@breezeradioscotland.co.uk,"60s, 80s, 00s"
Dance Radio Worldwide,https://www.radio-uk.co.uk/dance-radio-worldwide,London: Online,dj@housemusicradio.co.uk,"House, Techno, Dance"
Ambition Radio,https://www.radio-uk.co.uk/ambition-radio,London: Online,ambitionradio@rocketmail.com,"Reggae, Dance, House"
LCR - Liverpool Community Radio,https://www.radio-uk.co.uk/lcr-liverpool-community-radio,Liverpool: 106.7 FM,SFARAGHER@HOTMAIL.COM,Community
Bright FM 106.4,https://www.radio-uk.co.uk/bright-fm-1064,"Burgess Hill: 106.4 FM,Lewes: 106.8 FM",,Community
Moms Spaghetti Radio,https://www.radio-uk.co.uk/moms-spaghetti-radio,London: Online,,
Felixstowe Radio,https://www.radio-uk.co.uk/felixstowe-radio,City of London: Online,studio@felixstoweradio.org.uk,
Skyline Radio,https://www.radio-uk.co.uk/skyline-radio2,London: Online,skylinerecordsbusiness@gmail.com,"Hip Hop, R&B, Soul"
ADR Radio,https://www.radio-uk.co.uk/adr-audio,Internet/Community,,"Trance, Dance, House"
Apple Radio,https://www.radio-uk.co.uk/apple-radio,Burnham-on-Sea: Online,apple.radio@btinternet.com,"90s, 80s, Reggae"
Telangana NRI Radio,https://www.radio-uk.co.uk/telangana-nri-radio,Internet/Community,,"Blues, Classical"
Radio Warneford,https://www.radio-uk.co.uk/radio-warneford,Warwick:,enquiries@radiowarneford.com,
Radio Faversham,https://www.radio-uk.co.uk/radio-faversham,Faversham: Online,studio@radiofaversham.org,"Variety, Pop Music, Top 40"
TMCR FM,https://www.radio-uk.co.uk/tmcr-fm,Doncaster: 95.3 FM,admin@tmcrfm.org,
Vixen 101,https://www.radio-uk.co.uk/vixen-101,Market Weighton: 101.8 FM,studio@vixen101.co.uk,Community
2XS Radio,https://www.radio-uk.co.uk/2xs-rocks,Chesterfield: 88.9 FM,studio@2xsradio.com,
BFBS Christmas,https://www.radio-uk.co.uk/bfbs-unwind,London: Online,bfbsradio@bfbs.com,"Variety, Christmas"
New Life Radio,https://www.radio-uk.co.uk/new-life-radio,Exeter: Online,newliferadiofm@gmail.com,
2ND City Radio,https://www.radio-uk.co.uk/2nd-city-radio,"Birmingham: Online,Birmingham: Online,City of London: Online",,"70s, 90s, 80s"
Key 2,https://www.radio-uk.co.uk/key-2,Manchester: Online,,"80s, 70s, Local"
Ashdown Radio,https://www.radio-uk.co.uk/ashdown-radio,"Uckfield: 94.7 FM,Uckfield: 105 FM",studio@ashdownradio.com,
BOX : Afrofusion Radio,https://www.radio-uk.co.uk/afrofusion,London: Online,hello@boxradio.net,"Variety, Hip Hop, Adult Contemporary"
URY 1350,https://www.radio-uk.co.uk/ury-1350,York: Online,newsroom@ury.org.uk,College
JV Vibes Radio,https://www.radio-uk.co.uk/jv-vibes-radio,Internet/Community,media@bodlsc.com,
Malfunction Radio,https://www.radio-uk.co.uk/malfunction-radio,City of London: Online,,Eclectic
CGM UKScene Radio,https://www.radio-uk.co.uk/cgm-ukscene-radio,City of London: Online,,Dance
Helix Radio,https://www.radio-uk.co.uk/helix-radio,City of London: Online,,
131 Retro,https://www.radio-uk.co.uk/simply-oldies-radio,"London: Online,Shepherds Bush: Online",simplyoldiesradio@gmail.com,"80s, 90s, 70s"
BFBS Brize Norton,https://www.radio-uk.co.uk/bfbs-brize-norton,Norton: Online,bfbsradio@bfbs.com,
Your FM,https://www.radio-uk.co.uk/your-fm,Stockport: 107.8 FM,contact@yourfmlive.com,"Community, Classic Hits"
Imagine Radio,https://www.radio-uk.co.uk/imagine-radio,Stockport: Online,,"Adult Contemporary, Local, 80s"
Sound Fusion Radio,https://www.radio-uk.co.uk/sound-fusion-radio,London: Online,dsmiler@soundfusionradio.net,House
Baba Radio,https://www.radio-uk.co.uk/baba-radio,London: Online,info@babaradio.net,"World Music, 90s, Soul"
Synthly Rock,https://www.radio-uk.co.uk/synthly-rock,Internet/Community,,"Oldies, 70s, 80s"
Music Media Radio,https://www.radio-uk.co.uk/music-media-radio,London:,info@musicmediaradio.com,"R&B, Gospel, Reggae"
ICR - Ipswich Community Radio,https://www.radio-uk.co.uk/icr-ipswich-community-radio,Ipswich: 105.7 FM,,Community
Mellovybez Radio,https://www.radio-uk.co.uk/mellovybez-radio,Birmingham: Online,,
HeartBeatFM,https://www.radio-uk.co.uk/heartbeatfm,Sunderland: Online,,Easy Listening
St★r Radio Lowestoft,https://www.radio-uk.co.uk/str-radio-lowestoft,Lowestoft: Online,,"Community, Adult Contemporary, Hot AC"
Christmas Mix,https://www.radio-uk.co.uk/christmas-mix,Norwich: Online,info@mixmusicdecades.com,Christmas
Radio Big Sky,https://www.radio-uk.co.uk/radio-big-sky,Ipswich: Online,studio@radiobigsky.com,"70s, 90s, 80s"
Strange Fruit Radio - Keeping It Peel,https://www.radio-uk.co.uk/strange-fruit-radio-keeping-it-peel,City of London:,,"Indie, AAA - Adult Album Alternative"
Metal Skinner,https://www.radio-uk.co.uk/metal-skinner,Internet/Community,,
New Covenant Gospel,https://www.radio-uk.co.uk/new-covenant-gospel,City of London: Online,,Gospel
Sid Valley,https://www.radio-uk.co.uk/sid-valley,City of London: Online,,
Kaos Radio 1,https://www.radio-uk.co.uk/kaos-radio-1,Glasgow: Online,,"Dance, Euro Hits, EDM - Electronic Dance Music"
Roch Valley Radio,https://www.radio-uk.co.uk/roch-valley-radio,Bury: Online,,"Classic Hits, Easy Listening, Disco"
TVR Radio,https://www.radio-uk.co.uk/tvr-radio,Internet/Community,,"Pop Music, Adult Contemporary"
FCM RADIO,https://www.radio-uk.co.uk/fcm-faith-church-ministries,London: Online,contact@faithchurchministries.co.uk,"Christian, Tamil"
Conquest Hospital Radio,https://www.radio-uk.co.uk/conquest-hospital-radio,Hastings: Online,studio@conquesthospitalradio.co.uk,"60s, 70s, 80s"
Tranquillity TV Radio,https://www.radio-uk.co.uk/tranquillity-tv-radio,Worthing: Online,,Adult Contemporary
Galaxy Radio,https://www.radio-uk.co.uk/aldershot-radio,Aldershot: 87.7 FM,aldershotradiouk@gmail.com,"00s, 70s, 60s"
Like Alt,https://www.radio-uk.co.uk/like-alt,Internet/Community,paul.willett@likemedia.group,"Rock, Classic Rock, Indie"
Shuffle Extra,https://www.radio-uk.co.uk/shuffle-extra,City of London: Online,,"AAA - Adult Album Alternative, Adult Contemporary, Pop Music"
Blessed Radio UK,https://www.radio-uk.co.uk/blessed-radio-uk,Watford: Online,mosesanning@gmail.com,Christian Contemporary
Radio Catriona,https://www.radio-uk.co.uk/radio-catriona,Thurso:,radio.catriona@shakymedia.co.uk,"70s, 80s, 60s"
Mix3r Radio,https://www.radio-uk.co.uk/mix3r-radio,Internet/Community,info@mix3r-radio.co.uk,"Trance, Dance, House"
6TR - 6 Towns Radio,https://www.radio-uk.co.uk/6tr-6-towns-radio,Stoke-on-Trent: Online,,Community
BFBS Radio Northern Ireland 1287,https://www.radio-uk.co.uk/bfbs-radio-northern-ireland-1287,Belfast: 1287 AM,bfbsgurkha@bfbs.com,"Adult Contemporary, Culture, Community"
Belfast 247,https://www.radio-uk.co.uk/belfast-247,Belfast: DAB,,
Radio Northumberland,https://www.radio-uk.co.uk/radio-northumberland,City of London: Online,requests@radionorthumberland.com,Community
Ground Level Radio,https://www.radio-uk.co.uk/ground-level-radio,City of London: Online,,
West Norfolk Radio,https://www.radio-uk.co.uk/west-norfolk-radio,City of London: Online,team@westnorfolkradio.co.uk,Variety
Hospital Radio Colchester,https://www.radio-uk.co.uk/hospital-radio-colchester,Internet/Community,hrc@hrcolchester.co.uk,60s
innacity radio,https://www.radio-uk.co.uk/innacity-radio,City of London:,info@innacityfm.com,"Dance, Eclectic, Electronic"
BFBS Colchester,https://www.radio-uk.co.uk/bfbs-colchester,Colchester: Online,bfbsradio@bfbs.com,
Signal 107,https://www.radio-uk.co.uk/signal-107,Telford: Online,,"90s, 80s, Adult Contemporary"
Beat Route Radio,https://www.radio-uk.co.uk/beat-route-radio,Northampton: Online,studio@beatrouteradio.co.uk,"World Music, 80s, Blues"
Surrey Hills Community Radio,https://www.radio-uk.co.uk/surrey-hills-community-radio,Leatherhead: Online,studio@surreyhillsradio.co.uk,"80s, 90s, 70s"
Vanny Radio,https://www.radio-uk.co.uk/vanny-radio,Coventry: 106.3 FM,vannyradio12@gmail.com,"International, Reggae, Pop Music"
Mello Vybez Radio,https://www.radio-uk.co.uk/mello-vybez-radio,Birmingham: Online,,"Oldies, Reggae, R&B"
Getyagrooveon Radio,https://www.radio-uk.co.uk/getyagrooveon-radio,City of London: Online,getyagrooveonradio@gmail.com,
Variety Lovesongs,https://www.radio-uk.co.uk/variety-lovesongs,London: Online,studio@varietyonlineradio.net,"Adult Contemporary, Romantic, 70s"
NASZE Radio UK,https://www.radio-uk.co.uk/radio-maxx-uk-polskie-radio-londyn,Internet/Community,info@naszeradio.uk,"80s, K-pop, Dance"
Jagat Radio,https://www.radio-uk.co.uk/jagat-radio,London: Online,info@jagatradio.com,
ExileFM,https://www.radio-uk.co.uk/exile-fm-radio,Internet/Community,,"Folk, Rock, Indie"
Capital Rugby,https://www.radio-uk.co.uk/capital-rugby,Rugby: 106.0 FM,customer.support@global.com,Pop Music
Luna Radio,https://www.radio-uk.co.uk/luna-radio,City of London: Online,ralunaz76@gmail.com,Latino
Radio Xtra,https://www.radio-uk.co.uk/radio-xtra-uk,"Cambridge: DAB+,Exeter: DAB+,Harlow: Online,Kings Lynn: DAB+,London: Online",info@radioxtra.co.uk,"80s, Adult Contemporary, 90s"
XO Radio UK,https://www.radio-uk.co.uk/xo-radio-uk,Manchester: Online,studio@xoradio.uk,"80s, 70s, 60s"
Fun Kids Soundtracks,https://www.radio-uk.co.uk/fun-kids-soundtracks,London: Online,,Soundtracks
Crawley Radio,https://www.radio-uk.co.uk/crawley-radio,Crawley: Online,radiocrawley@gmail.com,"Variety, 90s, Dance"
Whaley Radio Gold,https://www.radio-uk.co.uk/whaley-radio-gold,Internet/Community,mark@whaleyradio.co.uk,
Cheshire's Mix 56,https://www.radio-uk.co.uk/cheshires-mix-56,"Altrincham: Online,Knutsford: Online,Lymm: Online,Warrington: Online",studio@mix56.co.uk,"80s, Pop Music, 90s"
East Suffolk One,https://www.radio-uk.co.uk/east-suffolk-one,Lowestoft: Online,,"80s, 90s, Adult Contemporary"
Unity Live Radio,https://www.radio-uk.co.uk/unity-live-radio,City of London: Online,info@unityliveradio.co.uk,"World Music, Soul, Reggae"
Somerfield Supermarket Store Radio,https://www.radio-uk.co.uk/somerfield-supermarket-store-radio,City of London: Online,somerfieldsupermarketstoreradio@zoom80s.xyz,"Eclectic, Community, Easy Listening"
English Pound Radio,https://www.radio-uk.co.uk/english-pound-radio,Internet/Community,info@englishpoundradio.com,
Revolution Radio,https://www.radio-uk.co.uk/revolution-radio,Northampton: 96.1 FM,info@revolutionradio.com,"Top 40, Pop Music"
Salaam BCR,https://www.radio-uk.co.uk/salaam-bcr,"Bolton: 1566 AM,Manchester: 1566 AM",salaam.bcr@gmail.com,"Religious, Culture, Islam"
Heart Torbay 96.4,https://www.radio-uk.co.uk/heart-torbay-964,Torquay: 96.4 FM,Customer.Support@Global.com,Hot AC
MNPR Radio,https://www.radio-uk.co.uk/mnpr-radio,Taunton: Online,radio@mnprmagazine.com,"Rock, Classic Country, Blues"
Slamradio.co.uk,https://www.radio-uk.co.uk/slamradiocouk,City of London: Online,tcfords@hotmail.co.uk,
Free Radio Liverpool,https://www.radio-uk.co.uk/frl,"Chester: 102.2 FM,Liverpool: 102.2 FM,Whitchurch: 102.2 FM",freeradioliverpool@gmail.com,"70s, Pop Music, 80s"
BHBN Radio,https://www.radio-uk.co.uk/bhbn-radio,Birmingham: Online,enquiries@bhbn.net,
Necof Radio,https://www.radio-uk.co.uk/necof-radio,Internet/Community,,"Arabic Music, Blues, Euro Hits"
Heart Bath 103.0,https://www.radio-uk.co.uk/heart-bath-1030,Bath: 103.0 FM,Customer.Support@Global.com,Hot AC
Cheeky Hits,https://www.radio-uk.co.uk/cheeky-hits,Derby: Online,cheekyhits@gmail.com,"Top 40, Pop Music"
Classical Christmas,https://www.radio-uk.co.uk/classical-christmas,Durham: Online,info@hearme.fm,"Christian, Christmas, Christian Contemporary"
Black Diamond,https://www.radio-uk.co.uk/black-diamond,Dalkeith: 107.8 FM,studio@blackdiamondfm.com,Community
Radiobilly - Radio Billy 3 6 5,https://www.radio-uk.co.uk/radiobilly,Bracknell: Online,djtexas.radiobilly@gmail.com,"Oldies, Classic Rock, 60s"
Radio Shang-A-Lang,https://www.radio-uk.co.uk/radio-shang-a-lang,Enfield: Online,info@radioshang-a-lang.com,"Oldies, Classic Hits, Easy Listening"
Radio Harrow,https://www.radio-uk.co.uk/radio-harrow,Harrow: Online,studio@radioharrow.org,Adult Contemporary
FUBAR Radio,https://www.radio-uk.co.uk/fubar-radio,London: Online,studio@fubarradio.com,"Comedy, Indie"
Mersey Retro Radio,https://www.radio-uk.co.uk/mersey-retro-radio,Liverpool: Online,merseyretro@gmail.com,"80s, Adult Contemporary, 90s"
Jazz Vespers Radio,https://www.radio-uk.co.uk/jazz-vespers-radio,Brighton:,,
ASR (Allsounds Radio),https://www.radio-uk.co.uk/decades-radio-uk,London: Online,davemarley@allsoundsradio.com,"Oldies, 80s, Pop Music"
Global Groove Radio,https://www.radio-uk.co.uk/global-groove-radio,London: Online,info@global-groove-radio.com,"EDM - Electronic Dance Music, 00s, Dance"
Layradio 70s,https://www.radio-uk.co.uk/layradio-70s,Macclesfield: Online,,70s
Radio Matryoshka,https://www.radio-uk.co.uk/radio-matryoshka,London:,daria@matryoshka.fm,
Skyline Radio,https://www.radio-uk.co.uk/skyline-radio,Bristol: Online,,
EAVA FM 102.5,https://www.radio-uk.co.uk/eava-fm-1025,Leicester: 102.5 FM,info@eavafm.com,"Talk, Ethnic"
Apocalypse Radio,https://www.radio-uk.co.uk/apocalypse-radio,Birmingham: Online,support@apocalypse-radio.co.uk,"Variety, Adult Contemporary"
Numanme Radio,https://www.radio-uk.co.uk/numanme-radio,Internet/Community,numanme@outlook.com,"Indie, Electronic, 80s"
Islamic Lectures Centre,https://www.radio-uk.co.uk/islamic-lectures-centre,Leicester: Online,islamiclecturescentre@gmail.com,"70s, 60s, 00s"
Island FM,https://www.radio-uk.co.uk/island-fm,Normandy: 104.7 FM,studio@islandfm.com,
Mantis Hits Radio,https://www.radio-uk.co.uk/mantis-hits-radio,Great Malvern: Online,,"80s, 90s, 70s"
Modern Country Radio SCR,https://www.radio-uk.co.uk/modern-country-radio-scr,"London: Online,Maidstone: Online",,Country
POWER FM,https://www.radio-uk.co.uk/80s-90s-fm,Derby: 99.2 FM,,"60s, 80s, 70s"
Capital Wrexham,https://www.radio-uk.co.uk/capital-wrexham,Wrexham: 103.4 FM,customer.support@global.com,
Radioalfa1 Latin Hits,https://www.radio-uk.co.uk/radioalfa1-latin-hits,Internet/Community,alfa2radio@gmail.com,"70s, 80s, 60s"
Yoruba Nation Radio TV,https://www.radio-uk.co.uk/yoruba-nation-radio-tv,City of London: Online,yorubanationradiotv@gmail.com,"World Music, Hip Hop, Community"
River Radio,https://www.radio-uk.co.uk/r-radio,Londonderry County Borough: Online,,"Top 40, Hot AC"
Rafa Bible Radio English,https://www.radio-uk.co.uk/rafa-bible-radio-english,City of London: Online,rafaradiomail@gmail.com,"Adult Contemporary, Easy Listening, Christian"
Heart Watford & Hemel 96.6,https://www.radio-uk.co.uk/heart-watford-hemel-966,Watford: 96.6 FM,Customer.Support@Global.com,Hot AC
Radio Sangam 107.9 FM,https://www.radio-uk.co.uk/radio-sangam,Huddersfield: 107.9 FM,,
Urban Noize,https://www.radio-uk.co.uk/urban-noize,Hackney: Online,urbannoizeradio@gmail.com,"R&B, Electronic, Hip Hop"
Citycatchradio,https://www.radio-uk.co.uk/citycatchradio,Internet/Community,citycatchradio1@outlook.com,"70s, 00s, 60s"
CityLIVE Radio,https://www.radio-uk.co.uk/citylive-radio,"Bishop Auckland: Online,Darlington: Online,Durham: Online,Hartlepool: Online,Middlesbrough: Online,Newcastle upon Tyne: Online,Redcar: Online,Stockton: Online,Sunderland: Online",contactus@cityliveradio.co.uk,"AAA - Adult Album Alternative, Classic Hits, Adult Contemporary"
Karisco Radio,https://www.radio-uk.co.uk/karisco-radio,Sudbury: Online,radio@karisco.co.uk,"Dance, Top 40, Pop Music"
Great Driffield Radio,https://www.radio-uk.co.uk/great-driffield-radio,"Driffield: 107.2 FM,Driffield: 95.2 FM",info@greatdriffieldradio.co.uk,
Leicester Community Radio 2,https://www.radio-uk.co.uk/leicester-community-radio-2,Leicester: Online,,
Radio Carpati,https://www.radio-uk.co.uk/radio-carpati,Portsmouth: Online,,"Christian, 70s, 60s"
Anthemic Midlands,https://www.radio-uk.co.uk/anthemic-midlands,Heanor: Online,contact@anthemic.live,"Hot AC, Top 40"
Urban Vybez Radio,https://www.radio-uk.co.uk/urban-vybez-radio,Internet/Community,urbanvybez@yahoo.com,"World Music, Variety, House"
La Mega Latina UK,https://www.radio-uk.co.uk/la-mega-latina-uk,London: Online,andresmixerman1@gmail.com,"Latino, Top 40, Pop Music"
Radio Hallam,https://www.radio-uk.co.uk/radio-hallam,Internet/Community,hallam@ukradio.net,"80s, 70s, 60s"
Irvine Beat FM,https://www.radio-uk.co.uk/irvine-beat-fm,Irvine: 107.2 FM,mail@irvinebeatfm.com,
JFM Radio Online,https://www.radio-uk.co.uk/jfm-radio2,London: Online,jfmradio01@gmail.com,"Reggae, R&B, Soul"
Sunny G Community Radio,https://www.radio-uk.co.uk/sunny-g-community-radio,Glasgow: 103.5 FM,,
Odyssey Radio,https://www.radio-uk.co.uk/odyssey-radio,Manchester: Online,,"Rock, Country, Indie"
Motorsport Radio,https://www.radio-uk.co.uk/motorsport-radio,Matlock: Online,,"Sports, Talk"
East Point Radio,https://www.radio-uk.co.uk/east-point-radio,City of London: Online,studio@eastpointradio.com,
HBSA Radio,https://www.radio-uk.co.uk/hbsa-radio,Kilmarnock: Online,hbsa.radio@gmail.com,Variety
Southampton Hospital Radio,https://www.radio-uk.co.uk/southampton-hospital-radio,Southampton: Online,enquiries@shradio.uk,"Variety, Pop Music, Adult Contemporary"
Oldies96,https://www.radio-uk.co.uk/oldies96,Rothesay: 96.1 FM,don.mabee@oldies96.com,Oldies
Beverley FM,https://www.radio-uk.co.uk/beverley-fm,Beverley: 107.8 FM,studio@beverleyfm.com,Community
Elite FM,https://www.radio-uk.co.uk/elite-fm,Liverpool: 101.4 FM,,EDM - Electronic Dance Music
Capital Burnley and Pendleton,https://www.radio-uk.co.uk/capital-burnley-and-pendleton,Burnley: Online,customer.support@global.com,Pop Music
CMR Nashville,https://www.radio-uk.co.uk/cmr-nashville,Farnborough: Online,info@cmrnashville.net,Country
Oyster Radio,https://www.radio-uk.co.uk/whitstable-bay-radio,"Canterbury: Online,Faversham: Online,Herne Bay: Online",,"Local, Variety, Community"
Cruise FM Cruise Funky Music,https://www.radio-uk.co.uk/cruise-fm,"City of London: Online,London:",studio@cruisefm.co.uk,"Hip Hop, Dance, Disco"
Radio Six International,https://www.radio-uk.co.uk/radio-six-international,Glasgow: Online,letters@radiosix.com,World Music
Jukeboxnorth,https://www.radio-uk.co.uk/jukeboxnorth,Paisley: Online,jukeboxnorth@gmail.com,"Pop Music, 70s, 80s"
Johnstone Sound,https://www.radio-uk.co.uk/johnstone-sound,City of London: Online,Johnstonesound@gmail.com,"70s, 60s"
Cheshire Radio Dance,https://www.radio-uk.co.uk/cheshire-radio-dance,Macclesfield: Online,robert.lay36@gmail.com,Dance
TMM 2,https://www.radio-uk.co.uk/tmm-2,City of London:,info@themusicmachine.co.uk,"R&B, Indie, Electronic"
Somer Valley FM 97.5,https://www.radio-uk.co.uk/somer-valley-fm-975,Midsomer Norton: 97.5 FM,studio@somervalleyfm.co.uk,"Classic Hits, Easy Listening, Pop Music"
BBC 5 Live Sports Extra (UK Only),https://www.radio-uk.co.uk/bbc-5-live-sports-extra,London: Online,feedback@bbc.co.uk,Sports
The Flash,https://www.radio-uk.co.uk/the-flash,Waterlooville: 104.3 FM,,Community
Radio Odstock,https://www.radio-uk.co.uk/radio-odstock,Salisbury: Online,radio.odstock@hotmail.com,"70s, 60s, 80s"
Yacht Rock Radio UK,https://www.radio-uk.co.uk/yacht-rock-radio-uk,Slough: 106.6 FM,info@yachtrockradio.co.uk,"70s, Adult Contemporary, 80s"
Impulse Radio,https://www.radio-uk.co.uk/impulse-radio,Cambridge: Online,studio@impulseradio.co.uk,"R&B, Soul, Dance"
VIP Radio Oxford,https://www.radio-uk.co.uk/vip-radio-oxford,Aberkenfig: Online,rakeshkumarz791free@gmail.com,"Gospel, Classic Hits, Alternative Rock"
Essential Radio,https://www.radio-uk.co.uk/essential-radio2,Kilwinning: Online,essentialradio@ayrshire.ac.uk,"Pop Music, College, Hot AC"
BeatZ Radio,https://www.radio-uk.co.uk/beatz-radio2,Leeds: Online,beatzradio2024@outlook.com,
Real Life Radio: UK,https://www.radio-uk.co.uk/real-life-radio-rossendale,Gateshead: Online,studio@reallife.radio,"Local, Variety, Pop Music"
Radio DJ la Rocca,https://www.radio-uk.co.uk/radio-dj-live,Internet/Community,tvlarocca90@hotmail.com,"70s, 90s"
Mix Christmas,https://www.radio-uk.co.uk/mix-christmas,Stowmarket: Online,christmas@themixradio.co.uk,Christmas
Unity Xtra,https://www.radio-uk.co.uk/unity-xtra,London: Online,,
Front FM,https://www.radio-uk.co.uk/front-fm2,Southend-on-Sea: 91.7 FM,frontfm@outlook.com,"House, Talk, EDM - Electronic Dance Music"
VIP Radio Liverpool,https://www.radio-uk.co.uk/vip-radio-liverpool,Accrington: Online,rakeshkumarz791free@gmail.com,"Alternative Rock, Classic Rock, Classic Hits"
MFM Radio,https://www.radio-uk.co.uk/mfm-radio,"Liverpool: online,Manchester: online,Rochdale: online,Wallasey: 106.5 FM",,Pop Music
Cambrian Radio,https://www.radio-uk.co.uk/cambrian-radio,Barry: Online,general@cambrianradio.co.uk,"Disco, Easy Listening, Dance"
SUSY Radio,https://www.radio-uk.co.uk/susy-radio,Redhill: 103.4 FM,studio@susyradio.com,Community
Past Perfect Radio,https://www.radio-uk.co.uk/past-perfect-radio,Chichester: Online,unforgettableradiouk@gmail.com,"Easy Listening, Variety, Jazz"
Don Valley Country Radio,https://www.radio-uk.co.uk/don-valley-country-radio,Doncaster: Online,alan.sonia@btinternet.com,"Country, 60s, Jazz"
The World Won't Listen Radio,https://www.radio-uk.co.uk/lautfm-the-world-wont-listen-radio,Liverpool: Online,,"60s, Rock, Pop Music"
Profoundradio.com,https://www.radio-uk.co.uk/profoundradiocom,City of London: Online,admin@profoundradio.com,"Trance, House, Techno"
Trash Can Radio,https://www.radio-uk.co.uk/trash-can-radio,City of London: Online,info@trashcanradio.com,
Moxie Radio,https://www.radio-uk.co.uk/moxie-radio,London: Online,hello@moxieradio.online,"Pop Music, 80s, 90s"
O.F.I. Monday Radio,https://www.radio-uk.co.uk/ofi-monday-radio,London: Online,artists@ofimonday.show,"Alternative Rock, 90s, 80s"
BFBS Beats,https://www.radio-uk.co.uk/bfbs-beats,London: Online,bfbsradio@bfbs.com,Variety
Dazzle FM,https://www.radio-uk.co.uk/dazzle-fm,Liverpool: Online,,"Adult Contemporary, 90s, 80s"
ALBUM FM,https://www.radio-uk.co.uk/album-fm,London: Online,studio@albumfm.com,"AAA - Adult Album Alternative, Adult Contemporary"
Strongtower Broadcast,https://www.radio-uk.co.uk/strongtower-broadcast,Leicester: Online,,"Religious, Gospel, Christian Contemporary"
premierGOLDradio.com,https://www.radio-uk.co.uk/premiergoldradiocom,Preston: Online,,
Kennet Radio,https://www.radio-uk.co.uk/kennet-radio,Thatcham: 106.7 FM,hello@kennetradio.com,Community
Slamming Beats,https://www.radio-uk.co.uk/slamming-beats,City of London: Online,,"90s, Hip Hop, R&B"
Keystone Radio,https://www.radio-uk.co.uk/keystone-radio,Manchester: Online,keystoneradio2025@gmail.com,World Music
JMA Radio Live,https://www.radio-uk.co.uk/jma-radio-live,Carlisle: Online,jmaoccasions@icloud.com,"Hip Hop, Reggae, Pop Music"
Meridian FM 107.0,https://www.radio-uk.co.uk/meridian-fm-1070,East Grinstead: 107.0 FM,Studio@MeridianFM.com,Local
Radio Shaheen,https://www.radio-uk.co.uk/radio-shaheen,Birmingham: Online,raajfm913@gmail.com,"Hindi, Romantic, Bollywood"
102.3 HFM,https://www.radio-uk.co.uk/1023-hfm,Market Harborough: 102.3 FM,studio@harboroughfm.co.uk,Local
Koast Radio,https://www.radio-uk.co.uk/koast-radio,Ashington: Online,voice@koastradio.co.uk,
VDub Radio,https://www.radio-uk.co.uk/vdub-radio,City of London: Online,STUDIO@VDUBRADIO.UK,
HBS - Hospital Broadcasting Service,https://www.radio-uk.co.uk/hbs-hospital-broadcasting-service,"Glasgow: Online,Paisley: Online",studio@hbs.org.uk,"Easy Listening, Community, Classic Hits"
NOW Radio Dundee,https://www.radio-uk.co.uk/now-radio-dundee,Dundee: Online,studio@mynowradio.co.uk,"Top 40, Variety, Pop Music"
True Radio Birmingham,https://www.radio-uk.co.uk/true-radio-birmingham,Birmingham: Online,,"Reggae, Hip Hop, R&B"
Like New,https://www.radio-uk.co.uk/like-new,Internet/Community,paul.willett@likemedia.group,Adult Contemporary
Radio Harlow,https://www.radio-uk.co.uk/radio-harlow,Harlow: Online,studio@radioharlow.om,Top 40
Kids Talk Radio,https://www.radio-uk.co.uk/kids-talk-radio,Internet/Community,kidstalkradiostudio@gmail.com,"Soundtracks, Children’s Music, Pop Music"
RaveScape,https://www.radio-uk.co.uk/ravescape,Plymouth: Online,Hello@orbit-media.org,Dance
Radio Winchcombe,https://www.radio-uk.co.uk/radio-winchcombe,Gloucester: 107.1 FM,office1@radiowinchcombe.co.uk,
BBC Somali,https://www.radio-uk.co.uk/bbc-somali,London: Online,,Talk
Radio Northumberland,https://www.radio-uk.co.uk/radio-northumberland2,Internet/Community,requests@radionorthumberland.com,Community
RWSfm 103.3,https://www.radio-uk.co.uk/rwsfm-1033,Bury St Edmunds: 103.3 FM,,Community
Brumside Radio,https://www.radio-uk.co.uk/brumside-radio,Birmingham: Online,studio@brumsideradio.com,"Adult Contemporary, Community, Classic Hits"
BHF Radio,https://www.radio-uk.co.uk/bhf-radio,Internet/Community,,"Romantic, News, Local"
Rotary Radio UK,https://www.radio-uk.co.uk/rotary-radio-uk,Sittingbourne: Online,rotaryradiouk@gmail.com,"Easy Listening, Oldies, Classic Hits"
